
Symbol table '.dynsym' contains 27118 entries:
   Num:    Value          Size Type    Bind   Vis      Ndx Name
  7816: 0000000000861abc   900 FUNC    GLOBAL DEFAULT   10 _ZN15GJBaseGameL[...]
  7817: 0000000000cc55cc    92 FUNC    GLOBAL DEFAULT   10 inflateMark
  7818: 00000000007eb01c     8 FUNC    GLOBAL DEFAULT   10 _ZThn320_N17Prom[...]
  7819: 0000000000de3628    32 FUNC    GLOBAL DEFAULT   10 UI_get_result_maxsize
  7820: 0000000000d92690    60 FUNC    GLOBAL DEFAULT   10 EC_GROUP_have_pr[...]
  7821: 00000000008440c8   164 FUNC    GLOBAL DEFAULT   10 _ZN20CustomizeOb[...]
  7822: 000000000114a470  1784 OBJECT  WEAK   DEFAULT   17 _ZTV17Achievemen[...]
  7823: 00000000011c9b88    24 OBJECT  WEAK   DEFAULT   17 _ZTI25GJSmartBlo[...]
  7824: 0000000000b216d8    96 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d35ccA[...]
  7825: 0000000000ae03a4   100 FUNC    GLOBAL DEFAULT   10 kmVec3InverseTra[...]
  7826: 0000000000a79278    68 FUNC    GLOBAL DEFAULT   10 _ZN14LevelListLa[...]
  7827: 0000000000b16f7c     8 FUNC    GLOBAL DEFAULT   10 _ZThn320_N7cocos[...]
  7828: 00000000008dc828     8 FUNC    GLOBAL DEFAULT   10 _ZThn336_N22GJAc[...]
  7829: 0000000000aecddc    36 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d17CCT[...]
  7830: 0000000000e0a7c4   220 FUNC    GLOBAL DEFAULT   10 ASN1_INTEGER_set[...]
  7831: 00000000008f7c78    72 FUNC    GLOBAL DEFAULT   10 _ZN11ProfilePage[...]
  7832: 0000000000df03fc    28 FUNC    GLOBAL DEFAULT   10 d2i_PKCS8_fp
  7833: 000000000059516c     4 FUNC    WEAK   DEFAULT   10 _ZN7cocos2d13CCI[...]
  7834: 0000000000df2ad8    16 FUNC    GLOBAL DEFAULT   10 X509_trusted
  7835: 000000000057ccbc     4 FUNC    GLOBAL DEFAULT   10 _ZN9TableView7on[...]
  7836: 0000000000df2ae8   196 FUNC    GLOBAL DEFAULT   10 X509_alias_set1
  7837: 0000000000d54750   468 FUNC    GLOBAL DEFAULT   10 custom_ext_add
  7838: 0000000000b3a4ac    36 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d13CCT[...]
  7839: 0000000000b16008   456 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d8CCSp[...]
  7840: 00000000011f96c0    16 OBJECT  WEAK   DEFAULT   17 _ZTIN7cocos2d9ex[...]
  7841: 00000000011aeb40  2016 OBJECT  WEAK   DEFAULT   17 _ZTV23SetupRotat[...]
  7842: 000000000085c4fc    12 FUNC    GLOBAL DEFAULT   10 _ZN15GJBaseGameL[...]
  7843: 0000000000761ea8   236 FUNC    GLOBAL DEFAULT   10 _ZN15LabelGameOb[...]
  7844: 0000000000ae2bc4     8 FUNC    GLOBAL DEFAULT   10 _ZThn368_N7cocos[...]
  7845: 0000000000857360   200 FUNC    GLOBAL DEFAULT   10 _ZN15GJBaseGameL[...]
  7846: 0000000000581010    96 FUNC    GLOBAL DEFAULT   10 _ZN11GameToolbox[...]
  7847: 0000000000b36eb8    60 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d12CCT[...]
  7848: 0000000000a9e904   120 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d9exte[...]
  7849: 0000000000e06900   648 FUNC    GLOBAL DEFAULT   10 aes_v8_ctr32_enc[...]
  7850: 00000000007e60e4    36 FUNC    GLOBAL DEFAULT   10 _ZN17ShareCommen[...]
  7851: 0000000000b54868   164 FUNC    GLOBAL DEFAULT   10 _ZN4pugi8xml_nod[...]
  7852: 00000000006088a4     8 FUNC    WEAK   DEFAULT   10 _ZN18CustomSongD[...]
  7853: 0000000000f112b0    22 OBJECT  WEAK   DEFAULT   11 _ZTS19SetupEvent[...]
  7854: 00000000008edfb4     8 FUNC    GLOBAL DEFAULT   10 _ZThn632_N15Setu[...]
  7855: 00000000006135bc   688 FUNC    GLOBAL DEFAULT   10 _ZN11MapPackCell[...]
  7856: 0000000000adfe44    12 FUNC    GLOBAL DEFAULT   10 kmRadiansToDegrees
  7857: 00000000005a86d4    24 FUNC    GLOBAL DEFAULT   10 _ZN12CCSpritePlu[...]
  7858: 0000000000a24748   104 FUNC    GLOBAL DEFAULT   10 _ZN18CharacterCo[...]
  7859: 0000000000a3f27c   300 FUNC    GLOBAL DEFAULT   10 _ZN16SetupReverb[...]
  7860: 000000000095f51c     8 FUNC    GLOBAL DEFAULT   10 _ZThn408_N16Worl[...]
  7861: 00000000011f8a20  1792 OBJECT  WEAK   DEFAULT   17 _ZTVN7cocos2d9ex[...]
  7862: 0000000000ab3b34    44 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d7CCSp[...]
  7863: 0000000000ac8264   108 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d11CCS[...]
  7864: 000000000084bf94   144 FUNC    GLOBAL DEFAULT   10 _ZN12AccountLaye[...]
  7865: 00000000012456a0     8 OBJECT  WEAK   DEFAULT   21 _ZGVZN7cocos2d11[...]
  7866: 0000000000ac5f20   348 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d15CCA[...]
  7867: 0000000000ab2de0    64 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d11CCS[...]
  7868: 0000000000ae8cd0    36 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d10CCL[...]
  7869: 0000000001198710  1824 OBJECT  WEAK   DEFAULT   17 _ZTV18FriendRequ[...]
  7870: 0000000000ab703c   232 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d12CCA[...]
  7871: 000000000079b098    76 FUNC    GLOBAL DEFAULT   10 _ZN16LevelSelect[...]
  7872: 0000000000d7523c   168 FUNC    GLOBAL DEFAULT   10 BIO_socket
  7873: 0000000000b01dc0     8 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d19CCP[...]
  7874: 0000000000f1ee90    25 OBJECT  WEAK   DEFAULT   11 _ZTSN4pugi15xml_[...]
  7875: 0000000000e65b4c    48 FUNC    GLOBAL DEFAULT   10 PKCS12_add_frien[...]
  7876: 0000000000e81198    12 FUNC    GLOBAL DEFAULT   10 BIO_f_asn1
  7877: 00000000011b1580    32 OBJECT  WEAK   DEFAULT   17 _ZTV16GJRewardDe[...]
  7878: 00000000007ddf28    64 FUNC    GLOBAL DEFAULT   10 _ZN13SongInfoLay[...]
  7879: 0000000000e78b40    20 FUNC    GLOBAL DEFAULT   10 Camellia_EncryptBlock
  7880: 000000000056c528   116 FUNC    GLOBAL DEFAULT   10 _ZN8ListCellC2EPKcff
  7881: 0000000000615afc   124 FUNC    GLOBAL DEFAULT   10 _ZN15CustomMusic[...]
  7882: 00000000006f2cf8   284 FUNC    GLOBAL DEFAULT   10 _ZN16GameLevelMa[...]
  7883: 0000000000d79914    76 FUNC    GLOBAL DEFAULT   10 BIO_new_socket
  7884: 00000000008cca70  2380 FUNC    GLOBAL DEFAULT   10 _ZN18FriendReque[...]
  7885: 000000000061a2ec     4 FUNC    GLOBAL DEFAULT   10 _ZN11GJScoreCell[...]
  7886: 0000000000abd270    20 FUNC    WEAK   DEFAULT   10 _ZN7cocos2d7CCFl[...]
  7887: 000000000076d448  2048 FUNC    GLOBAL DEFAULT   10 _ZN24TriggerCont[...]
  7888: 0000000000931304    88 FUNC    GLOBAL DEFAULT   10 _ZN16LevelLeader[...]
  7889: 0000000001227bb8   104 OBJECT  GLOBAL DEFAULT   17 v3_key_usage
  7890: 00000000008c2b98   212 FUNC    GLOBAL DEFAULT   10 _ZN14GJMessagePo[...]
  7891: 0000000000793504    56 FUNC    GLOBAL DEFAULT   10 _ZN13ItemInfoPop[...]
  7892: 0000000000afa660    32 FUNC    WEAK   DEFAULT   10 _ZN7cocos2d14CCP[...]
  7893: 00000000009f6294   108 FUNC    GLOBAL DEFAULT   10 _ZN11ShaderLayer[...]
  7894: 0000000000d76fe4     8 FUNC    GLOBAL DEFAULT   10 BIO_set_next
  7895: 0000000000ad46d0    60 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d7CCAr[...]
  7896: 0000000000aec8e0    56 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d20CCT[...]
  7897: 0000000000abb968    20 FUNC    WEAK   DEFAULT   10 _ZN7cocos2d9CCWa[...]
  7898: 0000000000aec2d0   120 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d16CCL[...]
  7899: 0000000000d47124    20 FUNC    GLOBAL DEFAULT   10 SSL_CTX_set_timeout
  7900: 0000000000b2e788    68 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d14unz[...]
  7901: 0000000000bcd2f4   108 FUNC    GLOBAL DEFAULT   10 png_fixed_error
  7902: 0000000000d7f8c0   132 FUNC    GLOBAL DEFAULT   10 BUF_MEM_free
  7903: 0000000000e6fda4    12 FUNC    GLOBAL DEFAULT   10 BASIC_CONSTRAINT[...]
  7904: 0000000000e7298c    12 FUNC    GLOBAL DEFAULT   10 PBKDF2PARAM_free
  7905: 0000000000daec30   240 FUNC    GLOBAL DEFAULT   10 CRYPTO_set_ex_data
  7906: 0000000000e2121c   232 FUNC    GLOBAL DEFAULT   10 CMS_SignedData_init
  7907: 000000000094f684   360 FUNC    GLOBAL DEFAULT   10 _ZN26SetupCollis[...]
  7908: 0000000000d700b8     8 FUNC    GLOBAL DEFAULT   10 ASN1_T61STRING_new
  7909: 0000000001200930    96 OBJECT  WEAK   DEFAULT   17 _ZTVN7cocos2d17C[...]
  7910: 00000000005b2d40   236 FUNC    GLOBAL DEFAULT   10 _ZN15FMODAudioEn[...]
  7911: 0000000000825738   232 FUNC    GLOBAL DEFAULT   10 _ZN10HardStreak1[...]
  7912: 0000000000b2fd80    20 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d14CCT[...]
  7913: 000000000120ee90  1232 OBJECT  WEAK   DEFAULT   17 _ZTVN7cocos2d14C[...]
  7914: 00000000007c72b8    60 FUNC    WEAK   DEFAULT   10 _ZN19GraphicsRel[...]
  7915: 0000000000b06cf0   572 FUNC    WEAK   DEFAULT   10 _ZNSt8_Rb_treeIS[...]
  7916: 000000000065f6a8   168 FUNC    GLOBAL DEFAULT   10 _ZN16LevelEditor[...]
  7917: 00000000006f6824   532 FUNC    GLOBAL DEFAULT   10 _ZN16GameLevelMa[...]
  7918: 0000000000e7756c  1624 FUNC    GLOBAL DEFAULT   10 BN_generate_prime_ex
  7919: 00000000005af05c    32 FUNC    GLOBAL DEFAULT   10 _ZN15FMODAudioEn[...]
  7920: 0000000000d875f8    12 FUNC    GLOBAL DEFAULT   10 i2d_DHparams
  7921: 0000000000d68cb8   188 FUNC    GLOBAL DEFAULT   10 EVP_PKEY_asn1_new
  7922: 0000000000de0c38   188 FUNC    GLOBAL DEFAULT   10 OPENSSL_sk_find
  7923: 0000000000a71770   148 FUNC    GLOBAL DEFAULT   10 _ZN12GJPathsLaye[...]
  7924: 0000000000a15fe4   152 FUNC    GLOBAL DEFAULT   10 _ZN20SetupCamera[...]
  7925: 00000000006c6940    36 FUNC    GLOBAL DEFAULT   10 _ZN10PauseLayerD0Ev
  7926: 0000000000ea4ee0    16 OBJECT  WEAK   DEFAULT   11 _ZTS13TutorialPopup
  7927: 0000000000abf6f4    20 FUNC    WEAK   DEFAULT   10 _ZN7cocos2d9CCSc[...]
  7928: 0000000000c2cf10   432 FUNC    GLOBAL DEFAULT   10 TIFFCleanup
  7929: 0000000000877dac   488 FUNC    WEAK   DEFAULT   10 _ZNSt10_Hashtabl[...]
  7930: 0000000000aeccb8    28 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d20CCT[...]
  7931: 0000000001132068    56 OBJECT  GLOBAL DEFAULT   17 X509_VAL_it
  7932: 0000000000d3faec    80 FUNC    GLOBAL DEFAULT   10 SSL_get_peer_finished
  7933: 000000000087cbbc   540 FUNC    GLOBAL DEFAULT   10 _Z19processSFXGr[...]
  7934: 000000000083bb10     8 FUNC    GLOBAL DEFAULT   10 _ZThn632_N15Cust[...]
  7935: 00000000008c4058   100 FUNC    GLOBAL DEFAULT   10 _ZN18EditorOptio[...]
  7936: 0000000000ccd784    20 FUNC    GLOBAL DEFAULT   10 _ZN10__cxxabiv12[...]
  7937: 0000000000629e98   452 FUNC    GLOBAL DEFAULT   10 _ZN12PlayerObjec[...]
  7938: 0000000000f2fe50   912 OBJECT  GLOBAL DEFAULT   11 jpeg_aritab
  7939: 0000000000e04774    24 FUNC    GLOBAL DEFAULT   10 X509_check_ip
  7940: 00000000009f67b0    52 FUNC    GLOBAL DEFAULT   10 _ZN11ShaderLayer[...]
  7941: 0000000000aed85c   104 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d19CCT[...]
  7942: 00000000005a87c4    32 FUNC    GLOBAL DEFAULT   10 _ZN16CCSpriteCOp[...]
  7943: 00000000006ee684   280 FUNC    GLOBAL DEFAULT   10 _ZN15GJFriendReq[...]
  7944: 0000000000dab3c0    16 FUNC    GLOBAL DEFAULT   10 EVP_sha384
  7945: 000000000084cd78  1016 FUNC    GLOBAL DEFAULT   10 _ZN16AccountHelp[...]
  7946: 0000000000acd100    64 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d6CCNo[...]
  7947: 0000000000ad2a4c    88 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d8CCOb[...]
  7948: 000000000056a7d4     4 FUNC    WEAK   DEFAULT   10 _ZN7cocos2d8CCOb[...]
  7949: 0000000000aad5b0   192 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d9exte[...]
  7950: 00000000007eba08    76 FUNC    GLOBAL DEFAULT   10 _ZN13GJGroundLay[...]
  7951: 0000000000f1d210    26 OBJECT  WEAK   DEFAULT   11 _ZTSN7cocos2d13C[...]
  7952: 00000000009172c4    88 FUNC    GLOBAL DEFAULT   10 _ZN11DialogLayer[...]
  7953: 0000000000685630     4 FUNC    WEAK   DEFAULT   10 _ZN26GJTransform[...]
  7954: 00000000009ef358     8 FUNC    GLOBAL DEFAULT   10 _ZThn320_N24Setu[...]
  7955: 0000000000b6aff4  1704 FUNC    WEAK   DEFAULT   10 _ZN3fmt14BasicFo[...]
  7956: 0000000000966a10     8 FUNC    GLOBAL DEFAULT   10 _ZThn632_N15TopA[...]
  7957: 0000000000af505c    28 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d15CCM[...]
  7958: 0000000000db5b10   204 FUNC    GLOBAL DEFAULT   10 CRYPTO_clear_realloc
  7959: 000000000086846c   236 FUNC    GLOBAL DEFAULT   10 _ZN15GJBaseGameL[...]
  7960: 00000000011a16d0    24 OBJECT  WEAK   DEFAULT   17 _ZTI21SetupMoveC[...]
  7961: 0000000001230d48     8 OBJECT  GLOBAL DEFAULT   20 _ZN7cocos2d29ccP[...]
  7962: 0000000000db9f5c    92 FUNC    GLOBAL DEFAULT   10 CRYPTO_ccm128_tag
  7963: 0000000000abe84c     4 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d11Ext[...]
  7964: 000000000090d9b0   100 FUNC    GLOBAL DEFAULT   10 _ZN19CurrencyRew[...]
  7965: 000000000115def0    24 OBJECT  WEAK   DEFAULT   17 _ZTI9GJComment
  7966: 0000000000ae0cec   112 FUNC    GLOBAL DEFAULT   10 kmGLPushMatrix
  7967: 0000000000932378   484 FUNC    GLOBAL DEFAULT   10 _ZN16LevelLeader[...]
  7968: 000000000086c56c   292 FUNC    GLOBAL DEFAULT   10 _ZN18GJGameLoadi[...]
  7969: 0000000000d82664     8 FUNC    GLOBAL DEFAULT   10 CONF_imodule_get[...]
  7970: 00000000011d2630  2056 OBJECT  WEAK   DEFAULT   17 _ZTV25SetupAreaT[...]
  7971: 0000000000574edc     8 FUNC    GLOBAL DEFAULT   10 _ZThn320_N12CCBl[...]
  7972: 0000000000792eb4   132 FUNC    GLOBAL DEFAULT   10 _ZN12SimplePlaye[...]
  7973: 0000000000df35fc  2608 FUNC    GLOBAL DEFAULT   10 X509_policy_check
  7974: 0000000000ad3984    28 FUNC    GLOBAL DEFAULT   10 _ZNK7cocos2d8CCS[...]
  7975: 0000000000d714d0     8 FUNC    GLOBAL DEFAULT   10 ASYNC_get_wait_ctx
  7976: 0000000000de34e0    12 FUNC    GLOBAL DEFAULT   10 UI_method_get_reader
  7977: 0000000000000000     0 FUNC    GLOBAL DEFAULT  UND glGetString
  7978: 0000000000569ed4   908 FUNC    WEAK   DEFAULT   10 _ZN3fmt11BasicWr[...]
  7979: 00000000005a58ac    20 FUNC    GLOBAL DEFAULT   10 _ZN16GhostTrailE[...]
  7980: 000000000077f3c0  2460 FUNC    GLOBAL DEFAULT   10 _ZN20TeleportPor[...]
  7981: 0000000000921f78    64 FUNC    GLOBAL DEFAULT   10 _ZN20GJFollowCom[...]
  7982: 0000000000abd228    20 FUNC    WEAK   DEFAULT   10 _ZN7cocos2d7CCFl[...]
  7983: 00000000009257b0    12 FUNC    GLOBAL DEFAULT   10 _ZN23SetupRotate[...]
  7984: 0000000000eeba20    21 OBJECT  WEAK   DEFAULT   11 _ZTS18ColorSetup[...]
  7985: 00000000011eee60    56 OBJECT  WEAK   DEFAULT   17 _ZTI15UploadListPopup
  7986: 00000000005ab3d4   168 FUNC    GLOBAL DEFAULT   10 _ZN15FMODAudioEn[...]
  7987: 0000000000ac9cec   200 FUNC    WEAK   DEFAULT   10 _ZN7cocos2d13CCA[...]
  7988: 000000000057f260     4 FUNC    GLOBAL DEFAULT   10 _ZN12FLAlertLaye[...]
  7989: 0000000000746bd8   104 FUNC    GLOBAL DEFAULT   10 _ZN16CustomSongW[...]
  7990: 00000000006e9394   120 FUNC    GLOBAL DEFAULT   10 _ZN17LevelBrowse[...]
  7991: 0000000000b03a34   144 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d20CCP[...]
  7992: 0000000000ab770c   216 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d14CCE[...]
  7993: 0000000000ecdbb0    21 OBJECT  WEAK   DEFAULT   11 _ZTS18AnimatedGa[...]
  7994: 000000000115c008    56 OBJECT  WEAK   DEFAULT   17 _ZTI11UploadPopup
  7995: 0000000000917244    12 FUNC    GLOBAL DEFAULT   10 _ZN11DialogLayer[...]
  7996: 0000000000dd04d0  1256 FUNC    GLOBAL DEFAULT   10 RC2_set_key
  7997: 0000000000d3fb5c     8 FUNC    GLOBAL DEFAULT   10 SSL_CTX_get_veri[...]
  7998: 0000000000af3d60   112 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d15CCM[...]
  7999: 0000000000a9d500   208 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d9exte[...]
  8000: 000000000081ff64     8 FUNC    GLOBAL DEFAULT   10 _ZThn336_N17Leve[...]
  8001: 0000000000dc135c   320 FUNC    GLOBAL DEFAULT   10 OBJ_NAME_add
  8002: 00000000007ddfd8    48 FUNC    GLOBAL DEFAULT   10 _ZN13SongInfoLay[...]
  8003: 0000000000ae2bcc   372 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d13CCL[...]
  8004: 0000000000e10d78     8 FUNC    GLOBAL DEFAULT   10 ASN1_PCTX_set_st[...]
  8005: 0000000001188e80    24 OBJECT  WEAK   DEFAULT   17 _ZTI10HardStreak
  8006: 0000000001207360   960 OBJECT  WEAK   DEFAULT   17 _ZTVN7cocos2d19C[...]
  8007: 00000000007698c8  2076 FUNC    GLOBAL DEFAULT   10 _ZN22TimerTrigge[...]
  8008: 0000000000e038a8   108 FUNC    GLOBAL DEFAULT   10 i2s_ASN1_INTEGER
  8009: 0000000000a71fc8     4 FUNC    WEAK   DEFAULT   10 _ZN22SelectListI[...]
  8010: 000000000115ede0   896 OBJECT  WEAK   DEFAULT   17 _ZTV15GJFriendRequest
  8011: 0000000000a585c8   120 FUNC    GLOBAL DEFAULT   10 _ZN25SetupSequen[...]
  8012: 0000000000aa2284   204 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d9exte[...]
  8013: 0000000000000000     0 FUNC    GLOBAL DEFAULT  UND glGetProgramiv
  8014: 0000000000ab6744    20 FUNC    WEAK   DEFAULT   10 _ZN7cocos2d15CCE[...]
  8015: 0000000000ab666c    20 FUNC    WEAK   DEFAULT   10 _ZN7cocos2d13CCE[...]
  8016: 00000000007bb4b4   352 FUNC    GLOBAL DEFAULT   10 _ZN16GameStatsMa[...]
  8017: 0000000000749a28    36 FUNC    GLOBAL DEFAULT   10 _ZN16EffectGameO[...]
  8018: 0000000000d76690     8 FUNC    GLOBAL DEFAULT   10 BIO_get_shutdown
  8019: 00000000008f7848     8 FUNC    GLOBAL DEFAULT   10 _ZThn656_N18Frie[...]
  8020: 0000000000d3f65c     8 FUNC    GLOBAL DEFAULT   10 SSL_certs_clear
  8021: 0000000000ac9e20   208 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d13CCA[...]
  8022: 0000000000e063c0   104 FUNC    GLOBAL DEFAULT   10 aes_v8_set_decry[...]
  8023: 00000000008c2178    36 FUNC    GLOBAL DEFAULT   10 _ZN17EditTrigger[...]
  8024: 00000000005b3dd4    68 FUNC    GLOBAL DEFAULT   10 _ZN15FMODAudioEn[...]
  8025: 0000000000aecad8     8 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d24CCT[...]
  8026: 00000000008e9f6c   508 FUNC    GLOBAL DEFAULT   10 _ZN22SetupObject[...]
  8027: 00000000006e7a70   816 FUNC    GLOBAL DEFAULT   10 _ZN17LevelBrowse[...]
  8028: 000000000086cffc   112 FUNC    WEAK   DEFAULT   10 _ZNSt10_Hashtabl[...]
  8029: 000000000065b1e8     4 FUNC    WEAK   DEFAULT   10 _ZN15GJBaseGameL[...]
  8030: 00000000005f420c   236 FUNC    GLOBAL DEFAULT   10 _ZN11GameManager[...]
  8031: 000000000055282c   108 FUNC    GLOBAL DEFAULT   10 _ZN18Achievement[...]
  8032: 00000000007c6204     8 FUNC    GLOBAL DEFAULT   10 _ZThn320_N15GJDr[...]
  8033: 000000000073fe40   232 FUNC    GLOBAL DEFAULT   10 _ZN16ColorSelect[...]
  8034: 00000000006b5870    68 FUNC    GLOBAL DEFAULT   10 _ZN8EditorUI11on[...]
  8035: 0000000000928e24  5092 FUNC    GLOBAL DEFAULT   10 _ZN23SetupRotate[...]
  8036: 0000000000be915c   352 FUNC    GLOBAL DEFAULT   10 png_image_write_[...]
  8037: 00000000008614c8   308 FUNC    GLOBAL DEFAULT   10 _ZN15GJBaseGameL[...]
  8038: 0000000000ab8a6c   224 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d16CCE[...]
  8039: 0000000000a3a318   164 FUNC    GLOBAL DEFAULT   10 _ZN18SetupKeyfra[...]
  8040: 0000000000d45468   128 FUNC    GLOBAL DEFAULT   10 SSL_CTX_use_Priv[...]
  8041: 0000000001203750  1392 OBJECT  WEAK   DEFAULT   17 _ZTVN7cocos2d7CC[...]
  8042: 00000000006cea28    72 FUNC    GLOBAL DEFAULT   10 _ZN16LevelSearch[...]
  8043: 0000000000be3080   872 FUNC    GLOBAL DEFAULT   10 png_read_start_row
  8044: 0000000000d85644    60 FUNC    GLOBAL DEFAULT   10 DES_set_key
  8045: 0000000000de7104    12 FUNC    GLOBAL DEFAULT   10 X509_get_default[...]
  8046: 000000000096c3ac   100 FUNC    GLOBAL DEFAULT   10 _ZN21SetupRandTr[...]
  8047: 0000000000d4430c   160 FUNC    GLOBAL DEFAULT   10 SSL_use_certificate
  8048: 0000000000ab6c10    60 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d12CCE[...]
  8049: 0000000000b05fbc    36 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d11CCF[...]
  8050: 00000000007e84ac    88 FUNC    GLOBAL DEFAULT   10 _ZN17LocalLevelM[...]
  8051: 0000000000d535d4  1092 FUNC    GLOBAL DEFAULT   10 tls_process_cert[...]
  8052: 0000000000bc5b3c  1164 FUNC    GLOBAL DEFAULT   10 png_free_data
  8053: 0000000000933a3c     8 FUNC    GLOBAL DEFAULT   10 _ZN14RateDemonLa[...]
  8054: 000000000065d030    56 FUNC    GLOBAL DEFAULT   10 _ZN16LevelEditor[...]
  8055: 00000000008c96bc   760 FUNC    GLOBAL DEFAULT   10 _ZN18EditorOptio[...]
  8056: 00000000011ce870  2016 OBJECT  WEAK   DEFAULT   17 _ZTV18SetupTelep[...]
  8057: 00000000009dbab0     8 FUNC    GLOBAL DEFAULT   10 _ZThn336_N24Brow[...]
  8058: 0000000000867c7c   432 FUNC    GLOBAL DEFAULT   10 _ZN15GJBaseGameL[...]
  8059: 00000000006088c0     4 FUNC    WEAK   DEFAULT   10 _ZN16LikeItemDel[...]
  8060: 0000000000c12ec4   260 FUNC    GLOBAL DEFAULT   10 jpeg_save_markers
  8061: 00000000008d2b84   320 FUNC    GLOBAL DEFAULT   10 _ZN15SetColorIDP[...]
  8062: 0000000000aecb54    20 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d17CCT[...]
  8063: 00000000005cf3b8    24 FUNC    GLOBAL DEFAULT   10 _ZN9PlayLayer20g[...]
  8064: 0000000000d8abcc   192 FUNC    GLOBAL DEFAULT   10 DSO_ctrl
  8065: 0000000000912860    92 FUNC    GLOBAL DEFAULT   10 _ZN14DailyLevelN[...]
  8066: 0000000000ec80f0    15 OBJECT  WEAK   DEFAULT   11 _ZTS12SearchButton
  8067: 0000000000c6ec90   244 FUNC    GLOBAL DEFAULT   10 VP8LGetInfo
  8068: 0000000001214c80  1704 OBJECT  WEAK   DEFAULT   17 _ZTVN7cocos2d19C[...]
  8069: 0000000000a12c00     8 FUNC    GLOBAL DEFAULT   10 _ZThn320_N21Setu[...]
  8070: 0000000000750644   120 FUNC    GLOBAL DEFAULT   10 _ZN15LabelGameOb[...]
  8071: 0000000000000000     0 FUNC    GLOBAL DEFAULT  UND glUniform3i
  8072: 0000000000ccce30   140 FUNC    GLOBAL DEFAULT   10 __cxa_throw
  8073: 0000000000d41218    52 FUNC    GLOBAL DEFAULT   10 SSL_get0_alpn_se[...]
  8074: 000000000078e900    88 FUNC    GLOBAL DEFAULT   10 _ZN16EditorPause[...]
  8075: 00000000006b83f0     8 FUNC    GLOBAL DEFAULT   10 _ZN8EditorUI21tr[...]
  8076: 0000000000b2c08c    52 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d12cal[...]
  8077: 0000000001218190    96 OBJECT  WEAK   DEFAULT   17 _ZTVN7cocos2d29C[...]
  8078: 0000000000f0e0c0    30 OBJECT  WEAK   DEFAULT   11 _ZTS27SetupAdvFo[...]
  8079: 0000000000ac6318   188 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d12CCP[...]
  8080: 000000000063393c   604 FUNC    GLOBAL DEFAULT   10 _ZN12PlayerObjec[...]
  8081: 000000000068ea18    24 FUNC    GLOBAL DEFAULT   10 _ZN8EditorUI9onG[...]
  8082: 00000000006e9638    56 FUNC    GLOBAL DEFAULT   10 _ZN17LevelBrowse[...]
  8083: 00000000008f79bc    76 FUNC    WEAK   DEFAULT   10 _ZN14DemonInfoPo[...]
  8084: 0000000000915574   120 FUNC    GLOBAL DEFAULT   10 _ZN14DailyLevelP[...]
  8085: 0000000000c19a54  1080 FUNC    GLOBAL DEFAULT   10 jpeg_fdct_12x12
  8086: 0000000001161bc0    24 OBJECT  WEAK   DEFAULT   17 _ZTI23ChanceTrig[...]
  8087: 0000000000b37ea0    68 FUNC    GLOBAL DEFAULT   10 _ZN7cocos2d14CCP[...]
  8088: 00000000009257a8     4 FUNC    GLOBAL DEFAULT   10 _ZN23SetupRotate[...]
